movie_id,title,budget,revenue,runtime,vote_average,vote_count,popularity,profit
1271,300,65000000,422610419,117.0,7.0,4997,65.197968,357610419
693,Meet the Fockers,80000000,516642939,115.0,6.1,1373,32.829538,436642939
14306,Marley & Me,60000000,244082376,115.0,6.9,1343,30.951203,184082376
497,The Green Mile,60000000,284600000,189.0,8.2,4048,103.698022,224600000
11199,Wild Hogs,0,253625427,100.0,5.6,648,31.719463,253625427
9982,Chicken Little,150000000,314432665,81.0,5.6,944,47.973995,164432665
210577,Gone Girl,61000000,369330363,145.0,7.9,5862,143.041543,308330363
2501,The Bourne Identity,60000000,214034224,119.0,7.3,3583,86.476817,154034224
710,GoldenEye,58000000,352194034,130.0,6.6,1174,59.824565,294194034
2275,The General's Daughter,60000000,149705852,116.0,6.1,205,18.345613,89705852
37165,The Truman Show,60000000,264118201,103.0,7.8,4537,56.488027,204118201
9837,The Prince of Egypt,70000000,218613188,99.0,6.8,817,29.464852,148613188
10708,Daddy Day Care,60000000,164433867,92.0,5.6,506,18.106021,104433867
136400,2 Guns,61000000,131940411,109.0,6.6,1589,42.881415,70940411
10992,Cats & Dogs,60000000,93375151,87.0,5.0,352,18.735024,33375151
9654,The Italian Job,60000000,176070171,110.0,6.6,1919,62.766854,116070171
2642,Two Weeks Notice,60000000,93354918,101.0,5.9,487,24.153567,33354918
8916,Antz,60000000,171757863,83.0,6.0,1272,41.515702,111757863
19899,Couples Retreat,70000000,171844840,113.0,5.3,588,26.676487,101844840
2119,Days of Thunder,60000000,157920733,107.0,5.9,353,16.278022,97920733
9641,Cheaper by the Dozen 2,60000000,129181830,94.0,5.7,526,18.831023,69181830
294254,Maze Runner: The Scorch Trials,61000000,311256926,132.0,6.4,3040,113.161483,250256926
38167,Eat Pray Love,60000000,204594016,133.0,5.8,636,28.800112,144594016
5994,The Family Man,60000000,0,125.0,6.5,521,19.705489,-60000000
39514,RED,58000000,71664962,111.0,6.6,2808,41.430245,13664962
9563,Any Given Sunday,55000000,100230832,163.0,6.8,422,23.127561,45230832
547,The Horse Whisperer,60000000,186883563,170.0,6.7,292,12.867352,126883563
1538,Collateral,65000000,217764291,120.0,7.0,1451,44.815022,152764291
9334,The Scorpion King,60000000,165333180,92.0,5.3,779,37.537093,105333180
11128,Ladder 49,60000000,74541707,115.0,6.2,207,10.99991,14541707
75780,Jack Reacher,60000000,218340595,130.0,6.3,2998,56.868399,158340595
8914,Deep Blue Sea,60000000,73648228,105.0,5.6,604,22.991269,13648228
13576,This Is It,60000000,0,111.0,6.7,247,15.798622,-60000000
39538,Contagion,60000000,137551594,106.0,6.2,1325,38.820858,77551594
10628,Kangaroo Jack,0,0,89.0,4.3,203,10.292864,0
14836,Coraline,60000000,124596398,100.0,7.3,1386,51.146047,64596398
8645,The Happening,60000000,163403799,91.0,4.9,950,20.501582,103403799
9509,Man on Fire,70000000,130293714,146.0,7.3,1553,45.299089,60293714
10067,The Shaggy Dog,50000000,61112916,98.0,4.5,137,4.280619,11112916
9384,Starsky & Hutch,60000000,170268750,101.0,5.6,644,28.848842,110268750
9279,Jingle All the Way,60000000,129832389,89.0,5.5,575,22.501041,69832389
1487,Hellboy,66000000,99318987,122.0,6.5,2225,47.479755,33318987
9422,A Civil Action,70000000,56702901,115.0,6.1,109,10.147321,-13297099
77174,ParaNorman,60000000,107139399,90.0,6.7,789,39.539045,47139399
4824,The Jackal,60000000,159330280,124.0,6.1,527,19.747459,99330280
9620,Paycheck,60000000,96269812,119.0,5.9,581,29.018826,36269812
9302,Up Close & Personal,60000000,0,119.0,5.9,50,4.801849,-60000000
10199,The Tale of Despereaux,60000000,50877145,93.0,5.8,258,16.493576,-9122855
10771,The Tuxedo,0,0,98.0,5.3,483,21.549232,0
3512,Under Siege 2: Dark Territory,60000000,104324083,100.0,5.6,210,13.080725,44324083
137094,Jack Ryan: Shadow Recruit,60000000,50549107,105.0,5.9,1173,42.538258,-9450893
274479,Joy,60000000,101134059,124.0,6.4,1581,29.876507,41134059
267860,London Has Fallen,60000000,205754447,99.0,5.8,1621,61.849521,145754447
8078,Alien: Resurrection,70000000,162000000,109.0,5.9,1365,37.44963,92000000
7485,Shooter,61000000,95696996,124.0,6.9,1462,37.378081,34696996
170687,The Boxtrolls,60000000,108255770,97.0,6.6,668,30.656345,48255770
6435,Practical Magic,75000000,46683377,104.0,6.3,338,15.142701,-28316623
137106,The Lego Movie,60000000,469160692,100.0,7.5,3070,59.547928,409160692
10040,Miss Congeniality 2: Armed and Fabulous,0,0,115.0,5.3,425,19.998581,0
6278,Reign of Fire,60000000,43061982,101.0,6.0,669,27.615108,-16938018
82682,Gangster Squad,60000000,105200903,113.0,6.2,1778,29.041198,45200903
17610,Year One,60000000,62357900,97.0,4.6,524,25.293538,2357900
22954,Invictus,60000000,122233971,134.0,7.0,1125,23.85119,62233971
16995,State of Play,60000000,87784194,127.0,6.7,484,21.685719,27784194
16558,Duplicity,78146652,60000000,125.0,5.7,201,13.630049,-18146652
9849,My Favorite Martian,65000000,36850101,94.0,5.1,80,6.80692,-28149899
5820,The Sentinel,60000000,77920346,108.0,5.8,225,15.352807,17920346
16866,Planet 51,70000000,104945765,91.0,5.6,556,23.661071,34945765
201,Star Trek: Nemesis,60000000,67312826,117.0,6.1,479,21.605533,7312826
11775,Intolerable Cruelty,60000000,119940815,100.0,5.8,391,22.620125,59940815
87825,Trouble with the Curve,0,0,111.0,6.6,366,18.587114,0
12201,Edge of Darkness,80000000,74901339,117.0,6.2,487,24.657931,-5098661
11015,The Relic,60000000,33956608,110.0,5.8,130,12.621769,-26043392
9932,Analyze That,60000000,55003135,96.0,5.7,380,21.08952,-4996865
13389,Righteous Kill,60000000,73174566,101.0,5.9,375,18.380176,13174566
8838,Mercury Rising,60000000,0,111.0,6.0,368,18.877795,-60000000
17332,The Soloist,60000000,31720158,109.0,6.6,234,17.299333,-28279842
4958,The Legend of Bagger Vance,80000000,39459427,126.0,6.3,251,16.848899,-40540573
786,Almost Famous,60000000,47383689,122.0,7.4,797,21.547446,-12616311
9513,Garfield: A Tail of Two Kitties,0,141702264,78.0,5.1,464,16.930969,141702264
11679,xXx: State of the Union,60000000,71073932,101.0,4.7,549,36.689223,11073932
38321,Priest,60000000,78309131,87.0,5.4,692,28.350927,18309131
14411,Sinbad: Legend of the Seven Seas,60000000,26288320,86.0,6.6,372,18.815442,-33711680
8413,Event Horizon,60000000,26673242,96.0,6.5,742,29.787135,-33326758
10052,Dragonfly,60000000,52322400,104.0,6.1,204,8.927137,-7677600
9676,The Black Dahlia,50000000,49111202,121.0,5.7,287,15.213484,-888798
9664,Flyboys,60000000,17800000,140.0,6.3,271,13.155999,-42200000
2100,The Last Castle,72000000,27642707,131.0,7.0,285,15.433244,-44357293
10384,Supernova,90000000,14828081,91.0,4.9,109,5.762037,-75171919
137321,Winter's Tale,60000000,30800231,118.0,6.0,487,22.736038,-29199769
123553,The Mortal Instruments: City of Bones,60000000,90565421,130.0,6.2,1602,45.514031,30565421
11260,Meet Dave,60000000,50650079,90.0,5.0,371,18.676291,-9349921
9009,Dark Water,30000000,25473093,105.0,5.3,274,14.376463,-4526907
11374,Edtv,80000000,0,122.0,5.7,166,14.298297,-80000000
2309,Inkheart,60000000,57490374,106.0,6.0,592,27.018886,-2509626
8285,The Spirit,60000000,39031337,103.0,4.7,320,14.84856,-20968663
210860,Mortdecai,60000000,30418560,106.0,5.4,1055,52.417529,-29581440
2312,In the Name of the King: A Dungeon Siege Tale,60000000,0,127.0,4.1,224,15.406173,-60000000
9839,Beyond Borders,35000000,0,127.0,6.7,110,6.523472,-35000000
381902,The Monkey King 2,68490000,193677158,120.0,6.0,24,4.72629,125187158
13922,The Great Raid,80000000,10166502,132.0,6.8,91,8.923215,-69833498
293660,Deadpool,58000000,783112979,108.0,7.4,10995,514.569956,725112979
9713,Holy Man,60000000,0,114.0,4.9,111,9.265672,-60000000
190859,American Sniper,58800000,542307423,133.0,7.4,4469,87.53437,483507423
257445,Goosebumps,58000000,158162788,103.0,6.2,995,45.351617,100162788
9007,Just Like Heaven,58000000,102854431,95.0,6.5,579,13.43573,44854431
889,The Flintstones in Viva Rock Vegas,83000000,59468275,90.0,4.4,134,6.248309,-23531725
1370,Rambo III,63000000,189015611,102.0,5.7,690,31.294717,126015611
4942,Leatherheads,58000000,41299492,114.0,5.7,130,7.739276,-16700508
347969,The Ridiculous 6,60000000,0,119.0,4.9,388,19.694695,-60000000
24438,Did You Hear About the Morgans?,58000000,85280250,103.0,5.1,276,14.403696,27280250
116741,The Internship,58000000,44000000,119.0,6.1,1658,1.551497,-14000000
35791,Resident Evil: Afterlife,60000000,300228084,97.0,5.8,1363,2.143764,240228084
72431,Red Tails,58000000,50365377,125.0,5.9,178,12.29603,-7634623
1813,The Devil's Advocate,57000000,152944660,144.0,7.2,1374,33.8473,95944660
87428,That's My Boy,70000000,58058367,116.0,5.5,453,21.723897,-11941633
8840,DragonHeart,57000000,115267375,103.0,6.4,535,31.791979,58267375
10589,After the Sunset,60000000,61347797,97.0,6.0,226,14.113066,1347797
71676,Ghost Rider: Spirit of Vengeance,57000000,149217355,95.0,4.7,1135,48.622278,92217355
1722,Captain Corelli's Mandolin,57000000,62112895,131.0,5.5,145,9.061866,5112895
10022,The Pacifier,56000000,113006880,95.0,5.8,842,35.4763,57006880
11358,Walking Tall,56000000,57223890,86.0,6.0,381,23.438398,1223890
13,Forrest Gump,55000000,677945399,142.0,8.2,7927,138.133331,622945399
6477,Alvin and the Chipmunks,60000000,361366633,92.0,5.5,1177,47.336034,301366633
1597,Meet the Parents,55000000,330444045,108.0,6.6,1698,29.97224,275444045
10530,Pocahontas,55000000,346079773,81.0,6.7,1457,47.845589,291079773
1924,Superman,55000000,300218018,143.0,6.9,1022,48.507081,245218018
9327,The Nutty Professor,54000000,128769345,95.0,5.4,702,20.28119,74769345
8488,Hitch,70000000,368100420,118.0,6.4,1665,34.576913,298100420
10603,George of the Jungle,55000000,0,92.0,5.4,496,22.573237,-55000000
8273,American Wedding,55000000,231449203,103.0,6.0,1129,36.194802,176449203
109424,Captain Phillips,55000000,95000000,134.0,7.6,2454,52.786917,40000000
35056,Date Night,55000000,152263880,97.0,5.9,1122,38.06168,97263880
8839,Casper,50000000,287928194,100.0,6.0,1019,19.830132,237928194
156022,The Equalizer,55000000,192330738,132.0,7.1,2954,79.922059,137330738
7303,Maid in Manhattan,55000000,154906693,105.0,5.6,485,19.738215,99906693
8963,Crimson Tide,53000000,157387195,116.0,7.0,498,20.334629,104387195
1402,The Pursuit of Happyness,55000000,307077295,117.0,7.7,2525,80.581367,252077295
9315,Flightplan,55000000,223387299,98.0,6.1,772,32.05145,168387299
8984,Disclosure,55000000,214015089,123.0,5.9,210,15.064058,159015089
795,City of Angels,55000000,198685114,114.0,6.4,529,21.272734,143685114
24,Kill Bill: Vol. 1,30000000,180949000,111.0,7.7,4949,79.754966,150949000
11353,Bowfinger,55000000,0,97.0,6.0,254,13.191829,-55000000
393,Kill Bill: Vol. 2,30000000,152159461,136.0,7.6,3948,50.622607,122159461
9618,Tango & Cash,55000000,63408614,104.0,6.1,458,22.787667,8408614
9374,Death Becomes Her,55000000,149022650,104.0,6.3,636,29.498304,94022650
8584,Shanghai Noon,55000000,56932305,110.0,6.2,735,25.400935,1932305
2320,Executive Decision,55000000,121969216,133.0,5.8,256,17.231675,66969216
58224,Mr. Popper's Penguins,55000000,187361754,94.0,5.7,751,32.835777,132361754
1729,The Forbidden Kingdom,55000000,127906624,104.0,6.3,461,17.097041,72906624
175574,Free Birds,55000000,110000000,91.0,5.7,254,14.414937,55000000
8077,Alien³,50000000,159773545,114.0,6.2,1633,45.856409,109773545
8818,Evita,55000000,141047179,134.0,5.9,120,7.027139,86047179
8195,Ronin,55000000,41610884,122.0,6.7,658,32.657488,-13389116
10586,The Ghost and the Darkness,50000000,75000000,109.0,6.4,236,12.46525,25000000
116149,Paddington,55000000,259207227,95.0,7.0,883,39.882276,204207227
80035,The Watch,68000000,68267862,98.0,5.3,881,39.395881,267862
10632,The Hunted,55000000,34234008,94.0,6.0,189,8.634954,-20765992
12117,Instinct,80000000,0,126.0,6.2,146,7.386394,-80000000
1792,Stuck on You,55000000,33828318,118.0,5.1,188,8.802525,-21171682
13260,Semi-Pro,0,33472850,91.0,5.4,251,10.449975,33472850
72197,The Pirates! In an Adventure with Scientists!,60000000,118338361,88.0,6.4,374,23.700759,58338361
3580,Changeling,55000000,113020255,141.0,7.3,1131,27.50916,58020255
12123,Chain Reaction,50000000,60209334,107.0,5.3,284,20.58862,10209334
9566,The Fan,55000000,18626419,116.0,5.7,194,4.366488,-36373581
9833,The Phantom of the Opera,70000000,154648887,143.0,7.0,438,18.927463,84648887
4517,Elizabeth: The Golden Age,55000000,74237563,114.0,6.6,303,15.274137,19237563
8202,Æon Flux,62000000,52304001,93.0,5.4,703,29.954302,-9695999
16072,Gods and Generals,56000000,12923936,214.0,6.1,48,4.362535,-43076064
34314,Turbulence,55000000,11466088,100.0,5.2,62,4.700024,-43533912
19724,Imagine That,55000000,0,107.0,5.7,134,12.340384,-55000000
145220,Muppets Most Wanted,50000000,80383290,112.0,6.2,316,14.808304,30383290
14623,Thunderbirds,57000000,28283637,95.0,4.2,91,9.27875,-28716363
42297,Burlesque,55000000,89519773,119.0,6.9,573,22.863516,34519773
2841,A Very Long Engagement,47000000,0,133.0,7.1,346,23.05451,-47000000
802,Lolita,2000000,9250000,153.0,7.3,395,23.962109,7250000
10375,D-Tox,55000000,6416302,96.0,5.3,123,12.669778,-48583698
36586,Blade II,54000000,155010032,117.0,6.2,1528,67.169587,101010032
11321,Seven Pounds,55000000,168167691,123.0,7.5,2039,41.472404,113167691
70074,Bullet to the Head,55000000,9489829,92.0,5.2,481,22.503935,-45510171
242,The Godfather: Part III,54000000,136766062,162.0,7.1,1546,59.194915,82766062
9621,Elizabethtown,57000000,52034889,123.0,6.1,327,22.894898,-4965111
1819,"You, Me and Dupree",54000000,130431368,108.0,5.4,407,18.600367,76431368
8536,Superman II,54000000,190458706,127.0,6.5,629,30.515175,136458706
8046,Gigli,54000000,7266209,121.0,3.5,104,9.053456,-46733791
1717,All the King's Men,55000000,9450897,125.0,5.7,95,7.768223,-45549103
479,Shaft,46000000,107196498,99.0,5.5,308,19.643365,61196498
9444,Anastasia,53000000,139804348,94.0,7.4,1432,45.565918,86804348
824,Moulin Rouge!,52500000,179213434,127.0,7.4,1300,57.374341,126713434
11456,Domestic Disturbance,75000000,54249294,89.0,5.4,113,8.41856,-20750706
261023,Black Mass,53000000,98837872,122.0,6.3,1242,46.049902,45837872
3683,Flags of Our Fathers,90000000,65900249,132.0,6.7,526,23.9366,-24099751
22803,Law Abiding Citizen,53000000,126690726,109.0,7.2,1486,49.593978,73690726
285923,Grindhouse,67000000,25037897,191.0,6.8,459,16.637642,-41962103
39437,Beloved,0,0,172.0,5.9,26,1.453765,0
1950,Lucky You,0,5761917,124.0,5.4,81,6.162872,5761917
640,Catch Me If You Can,52000000,352114312,141.0,7.7,3795,73.944049,300114312
97630,Zero Dark Thirty,40000000,132820716,157.0,6.7,1702,38.306954,92820716
9767,The Break-Up,52000000,204999686,106.0,5.6,832,26.251217,152999686
11631,Mamma Mia!,52000000,609841637,108.0,6.4,1386,30.780599,557841637
32856,Valentine's Day,52000000,216485654,125.0,5.7,1013,25.41929,164485654
6519,The Dukes of Hazzard,50000000,110803676,104.0,5.1,316,15.98212,60803676
8741,The Thin Red Line,52000000,98126565,170.0,7.2,771,40.072583,46126565
49520,The Change-Up,52000000,75450437,112.0,5.9,736,32.015477,23450437
1850,Man on the Moon,82000000,47434430,118.0,6.9,435,24.444186,-34565570
524,Casino,52000000,116112375,178.0,7.8,1307,40.06688,64112375
26389,From Paris with Love,52000000,52826594,92.0,6.1,675,27.916284,826594
11817,Bulletproof Monk,52000000,0,104.0,5.1,278,15.20707,-52000000
2123,"Me, Myself & Irene",51000000,149270999,116.0,6.1,927,39.001682,98270999
9907,Barnyard,51000000,72779000,90.0,5.3,225,10.430832,21779000
9969,Deck the Halls,0,47231070,93.0,5.1,109,5.952527,47231070
18239,The Twilight Saga: New Moon,50000000,709827462,130.0,5.6,2436,94.815867,659827462
808,Shrek,60000000,484409218,90.0,7.3,4056,67.298732,424409218
38050,The Adjustment Bureau,50200000,127869379,106.0,6.5,1652,26.60772,77669379
8367,Robin Hood: Prince of Thieves,48000000,390493908,143.0,6.6,909,28.803729,342493908
9390,Jerry Maguire,50000000,273552592,139.0,6.7,913,27.039636,223552592
72105,Ted,50000000,549368315,106.0,6.3,4697,68.87691,499368315
2898,As Good as It Gets,50000000,314178011,139.0,7.2,915,37.885022,264178011
10312,Patch Adams,50000000,202292902,115.0,7.0,832,35.537397,152292902
109443,Anchorman 2: The Legend Continues,50000000,173649015,119.0,6.0,923,38.125008,123649015
2022,Mr. Deeds,50000000,171269535,96.0,5.6,644,18.121404,121269535
37686,Super 8,50000000,260095987,112.0,6.6,2435,37.069253,210095987
462,Erin Brockovich,52000000,256271286,131.0,7.1,716,30.347332,204271286
9919,How to Lose a Guy in 10 Days,50000000,177371441,116.0,6.3,850,23.854701,127371441
187017,22 Jump Street,50000000,188441614,112.0,7.0,3319,52.380982,138441614
628,Interview with the Vampire,60000000,223664608,123.0,7.2,1516,50.163785,163664608
10201,Yes Man,70000000,225990978,104.0,6.4,1813,43.849351,155990978
302699,Central Intelligence,50000000,216972543,107.0,6.2,1650,45.318703,166972543
9441,Stepmom,0,0,124.0,6.9,277,16.368283,0
274167,Daddy's Home,50000000,242786137,96.0,5.8,854,38.616744,192786137
224141,Into the Woods,50000000,212902372,125.0,5.6,1652,65.90161,162902372
388,Inside Man,45000000,184376254,129.0,7.3,1630,45.220386,139376254
2112,Payback,90000000,161626121,100.0,6.7,548,17.457947,71626121
10329,Congo,50000000,152022101,109.0,5.0,213,10.755847,102022101
74465,We Bought a Zoo,50000000,120081841,124.0,6.5,909,38.629763,70081841
13811,Knowing,50000000,155446362,121.0,5.9,1486,32.693093,105446362
6877,Failure to Launch,50000000,88715192,97.0,5.5,399,18.806031,38715192
10320,The Ring Two,50000000,161451538,110.0,5.4,632,32.233713,111451538
50646,"Crazy, Stupid, Love.",50000000,142851197,118.0,7.0,2443,37.990705,92851197
8920,Garfield,50000000,200804534,80.0,5.2,820,17.667826,150804534
13673,Christmas with the Kranks,60000000,0,99.0,5.2,193,9.225166,-60000000
60308,Moneyball,50000000,110206216,133.0,7.0,1381,46.180421,60206216
6950,Outbreak,50000000,189859560,127.0,6.3,513,30.397496,139859560
225574,Non-Stop,50000000,222809600,106.0,6.8,2268,83.295796,172809600
13836,Race to Witch Mountain,50000000,106303988,98.0,5.5,509,23.935053,56303988
752,V for Vendetta,54000000,132511035,132.0,7.7,4442,84.630969,78511035
6038,Shanghai Knights,50000000,88323487,115.0,6.0,692,16.251204,38323487
9975,Curious George,50000000,69834815,86.0,6.2,106,9.894346,19834815
11451,Herbie Fully Loaded,50000000,66002004,101.0,5.1,542,12.050755,16002004
12103,Don't Say a Word,50000000,100020092,113.0,6.0,220,11.596207,50020092
60304,Hansel & Gretel: Witch Hunters,50000000,224803475,88.0,5.7,3239,53.02787,174803475
2251,Unfaithful,50000000,119137784,124.0,6.3,276,14.382253,69137784
46529,I Am Number Four,50000000,144492830,109.0,5.9,1567,43.450266,94492830
231,Syriana,50000000,94000000,128.0,6.3,451,16.871194,44000000
300671,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,144.0,7.0,938,42.526529,19411370
228326,The Book of Life,50000000,97437106,95.0,7.3,755,34.890999,47437106
9754,Firewall,45000000,82800000,105.0,5.6,267,18.186026,37800000
66,Absolute Power,50000000,50068310,121.0,6.4,223,13.576765,68310
4421,G.I. Jane,50000000,48169156,125.0,6.0,395,19.434672,-1830844
2649,The Game,50000000,109423648,129.0,7.5,1506,62.925175,59423648
588,Silent Hill,50000000,97607453,125.0,6.3,1067,32.927994,47607453
10393,The Replacements,0,0,118.0,6.1,203,14.837288,0
71552,American Reunion,50000000,234989584,113.0,6.1,1611,39.920035,184989584
9631,The Negotiator,50000000,44547681,140.0,6.8,582,28.725621,-5452319
216282,Into the Storm,50000000,160602194,89.0,5.8,817,20.566554,110602194
306,Beverly Hills Cop III,50000000,119208989,104.0,5.5,434,20.333953,69208989
928,Gremlins 2: The New Batch,50000000,41482207,106.0,6.2,652,33.98637,-8517793
205587,The Judge,50000000,83719388,141.0,7.2,1417,42.472324,33719388
6623,The Peacemaker,50000000,0,124.0,5.8,255,15.931084,-50000000
1577,Resident Evil: Apocalypse,45000000,129394835,94.0,6.1,1267,29.880122,84394835
9801,Bridget Jones: The Edge of Reason,50000000,40203020,108.0,6.1,750,28.803802,-9796980
2116,Out of Time,50000000,55495563,105.0,6.1,298,14.993459,5495563
9624,On Deadly Ground,50000000,49000000,102.0,4.5,104,9.114168,-1000000
14199,The Adventures of Sharkboy and Lavagirl,50000000,69425966,92.0,4.4,269,12.31101,19425966
1907,The Beach,40000000,144056873,119.0,6.3,1233,41.362082,104056873
4599,Raising Helen,50000000,49718611,119.0,5.9,189,13.298205,-281389
22832,Ninja Assassin,40000000,60462347,99.0,6.2,371,19.085403,20462347
10390,For Love of the Game,50000000,0,137.0,6.3,88,9.622345,-50000000
9879,Striptease,50000000,113309743,115.0,4.4,205,11.106006,63309743
38579,Marmaduke,50000000,83761844,87.0,5.0,149,12.25622,33761844
44603,Hereafter,50000000,105197635,129.0,5.8,510,13.365715,55197635
11892,Murder by Numbers,50000000,56714147,120.0,6.0,268,16.167093,6714147
9691,Assassins,50000000,30303072,132.0,6.0,387,23.073933,-19696928
1248,Hannibal Rising,50000000,82169884,121.0,6.0,654,6.567065,32169884
12220,The Story of Us,50000000,58900031,95.0,5.9,75,6.22577,8900031
72710,The Host,44000000,63327201,125.0,6.0,1817,42.933027,19327201
10782,Basic,50000000,42792561,98.0,6.2,286,19.226763,-7207439
9573,Blood Work,50000000,26199517,110.0,6.1,206,10.089065,-23800483
4959,The International,50000000,60161391,118.0,6.0,368,13.391833,10161391
10061,Escape from L.A.,50000000,42277365,97.0,5.6,373,21.637234,-7722635
10386,The Iron Giant,70000000,23159305,86.0,7.6,1436,61.245957,-46840695
421,The Life Aquatic with Steve Zissou,50000000,34808403,119.0,7.1,775,25.237969,-15191597
316152,Free State of Jones,50000000,25035950,139.0,6.6,428,21.589393,-24964050
11615,The Life of David Gale,50000000,38955598,130.0,7.3,480,22.442241,-11044402
13498,Man of the House,40000000,0,100.0,5.4,120,6.004422,-40000000
241554,Run All Night,50000000,71561644,114.0,6.3,1148,74.64653,21561644
2252,Eastern Promises,51500000,55112356,100.0,7.2,848,35.481169,3612356
11968,Into the Blue,50000000,44434439,110.0,5.8,458,14.723467,-5565561
10047,The Messenger: The Story of Joan of Arc,60000000,66976317,148.0,6.2,367,21.084542,6976317
38319,Your Highness,49900000,26121638,102.0,5.2,501,21.408222,-23778362
69668,Dream House,50000000,38502340,84.0,5.8,391,19.267479,-11497660
9770,Mad City,50000000,10541523,114.0,5.9,81,3.314004,-39458477
11212,Baby's Day Out,50000000,16671505,99.0,5.8,274,21.312186,-33328495
10533,The Scarlet Letter,50000000,10382407,135.0,5.5,108,7.44268,-39617593
38363,Fair Game,22000000,24188922,108.0,6.5,235,12.54949,2188922
9923,Domino,50000000,22944502,127.0,6.0,444,18.394571,-27055498
11863,Jade,50000000,9851610,95.0,5.2,44,8.189406,-40148390
18501,Gamer,50000000,40828540,95.0,5.6,760,27.631262,-9171460
109491,Beautiful Creatures,60000000,60052138,124.0,5.6,984,40.721373,52138
9275,Death to Smoochy,55000000,0,109.0,5.9,132,11.329727,-55000000
329833,Zoolander 2,50000000,55969000,100.0,4.7,797,37.253774,5969000
12634,The Big Bounce,50000000,6808550,88.0,5.0,76,6.397388,-43191450
10416,What Planet Are You From?,60000000,0,105.0,5.4,37,2.275331,-60000000
47327,Drive Angry,50000000,28931401,105.0,5.3,600,30.387148,-21068599
15268,Street Fighter: The Legend of Chun-Li,50000000,12764201,97.0,3.9,112,8.139676,-37235799
10796,The One,49000000,72700000,87.0,5.7,437,21.746245,23700000
9548,The Adventures of Ford Fairlane,49000000,20423389,104.0,6.2,71,2.808428,-28576611
18947,The Boat That Rocked,50000000,36348784,116.0,7.2,666,31.02233,-13651216
1900,Traffic,48000000,207515725,147.0,6.9,562,25.170217,159515725
89,Indiana Jones and the Last Crusade,48000000,474171806,127.0,7.6,3152,80.972475,426171806
96724,Anna Karenina,0,68929150,130.0,6.5,639,26.38704,68929150
198184,Chappie,49000000,104399548,120.0,6.6,3062,116.700319,55399548
9481,The Bone Collector,73000000,151493655,118.0,6.5,826,33.884459,78493655
4547,Panic Room,48000000,196397415,111.0,6.5,1267,53.043124,148397415
53953,The Tooth Fairy,0,0,0.0,4.3,13,0.716764,0
6415,Three Kings,75000000,108000000,114.0,6.6,692,34.973086,33000000
181283,Child 44,50000000,3324330,137.0,6.1,547,40.371098,-46675670
9896,Rat Race,48000000,85498534,112.0,6.0,518,18.60049,37498534
167,K-PAX,48000000,50315140,120.0,7.1,695,30.920075,2315140
11232,Kate & Leopold,0,0,118.0,6.0,418,11.940711,0
1636,Bedazzled,48000000,90383208,93.0,5.6,512,19.348007,42383208
2148,The Cotton Club,58000000,25928721,127.0,6.6,68,8.59075,-32071279
5176,3:10 to Yuma,55000000,70016220,122.0,6.9,1188,48.801089,15016220
260346,Taken 3,48000000,325771424,109.0,6.1,2200,88.844777,277771424
1389,Out of Sight,48000000,77745568,123.0,6.5,333,16.000178,29745568
9894,The Cable Guy,47000000,102825796,96.0,5.7,594,19.525659,55825796
7504,Earth,0,528972,101.0,6.6,9,1.246883,528972
8592,Dick Tracy,47000000,103738726,103.0,5.9,251,7.859226,56738726
913,The Thomas Crown Affair,48000000,124305181,113.0,6.6,339,18.102572,76305181
11091,Riding in Cars with Boys,48000000,35743308,132.0,6.5,103,7.226115,-12256692
1368,First Blood,15000000,125212904,93.0,7.2,1488,63.071046,110212904
593,Solaris,0,0,167.0,7.7,357,24.132271,0
5393,Happily N'Ever After,47000000,38085778,75.0,4.6,104,10.410933,-8914222
9095,Mary Reilly,47000000,12379402,104.0,5.7,74,6.067212,-34620598
8874,My Best Friend's Wedding,38000000,299288605,105.0,6.3,584,15.401855,261288605
11467,America's Sweethearts,0,0,102.0,5.5,252,10.698929,0
320,Insomnia,46000000,113714830,118.0,6.8,1148,41.322708,67714830
199,Star Trek: First Contact,46000000,150000000,111.0,7.0,661,25.6713,104000000
20533,Jonah Hex,47000000,10539000,80.0,4.4,420,22.581313,-36461000
10684,Courage Under Fire,46000000,100860818,117.0,6.2,232,12.971122,54860818
1624,Liar Liar,45000000,181000000,86.0,6.4,1424,26.721386,136000000
325789,The Infiltrator,25000000,15436808,127.0,6.6,573,24.672234,-9563192
113464,Inchon,46000000,5200000,140.0,6.5,2,0.146783,-40800000
888,The Flintstones,46000000,341631208,91.0,5.0,543,28.964162,295631208
82675,Taken 2,45000000,376141306,91.0,6.1,2757,49.353524,331141306
4256,Scary Movie 3,48000000,220673217,84.0,5.8,912,36.585509,172673217
1493,Miss Congeniality,45000000,212000000,111.0,6.1,961,32.624355,167000000
88751,Journey to the Center of the Earth,45000000,101702060,93.0,5.8,1309,53.090422,56702060
11130,The Princess Diaries 2: Royal Engagement,40000000,95149435,113.0,6.0,697,30.002907,55149435
9944,The Pelican Brief,45000000,195268056,141.0,6.3,371,17.923254,150268056
10731,The Client,45000000,117615211,119.0,6.4,278,17.746719,72615211
7350,The Bucket List,45000000,175372502,97.0,7.0,1111,31.305336,130372502
9869,Patriot Games,45000000,178051587,117.0,6.3,433,19.637704,133051587
